JobNum,SalesOrder,CustomerID,PartNum,Revision,JobStatus,Priority,QtyOrdered,QtyCompleted,QtyScrapped,PlannedStart,DueDate,CloseDate,Notes
J26-00131,SO26-49994,CUST0004,HOUS-3803,C,Closed,Normal,12,10,0,2026-01-04T01:17:04.341597+00:00,2026-01-09T03:08:24.264214+00:00,2026-01-04T23:01:32.302109+00:00,Engineering hold
J26-00132,SO26-39047,CUST0009,ASSY-8787,B,Closed,Normal,10,9,0,2026-01-04T04:15:04.253741+00:00,2026-01-09T07:48:22.927091+00:00,2026-01-04T18:55:34.943867+00:00,
J26-00133,SO26-85591,CUST0008,PLATE-9928,A,Closed,Hot,6,5,0,2026-01-03T23:37:16.060166+00:00,2026-01-05T15:57:36.250000+00:00,2026-01-04T13:32:32.554745+00:00,
J26-00134,SO26-47606,CUST0006,SHAFT-5422,C,Closed,Hot,6,5,0,2026-01-04T04:28:29.108670+00:00,2026-01-06T12:09:57.641554+00:00,2026-01-04T06:30:02.304340+00:00,
J26-00135,SO26-93106,CUST0005,HOUS-3045,D,Closed,Normal,5,4,0,2026-01-03T22:35:19.432269+00:00,2026-01-08T17:39:30.098693+00:00,2026-01-05T03:53:27.084321+00:00,
J26-00136,SO26-55312,CUST0029,VALVE-5889,A,Closed,Normal,49,47,1,2026-01-04T03:33:40.856825+00:00,2026-01-05T09:52:28.233048+00:00,2026-01-05T05:24:10.955241+00:00,
J26-00137,SO26-35017,CUST0004,PN-2519,A,Closed,Hot,8,8,0,2026-01-04T02:58:44.438509+00:00,2026-01-08T01:52:08.049967+00:00,2026-01-05T06:13:31.856415+00:00,First article required
J26-00138,SO26-10432,CUST0003,PLATE-8953,D,Closed,Rush,38,37,0,2026-01-04T01:40:34.102197+00:00,2026-01-09T10:02:10.874013+00:00,2026-01-05T03:40:48.324674+00:00,First article required
J26-00139,SO26-95820,CUST0013,PN-8062,D,Closed,Normal,94,79,1,2026-01-04T01:44:22.007550+00:00,2026-01-09T10:12:16.598258+00:00,2026-01-04T15:25:33.070163+00:00,
J26-00140,SO26-63863,CUST0010,PLATE-8527,B,Closed,Hot,15,15,0,2026-01-04T03:39:22.804542+00:00,2026-01-05T05:30:20.980684+00:00,2026-01-05T04:21:32.987124+00:00,Customer expedite
J26-00141,SO26-33147,CUST0022,SHAFT-5422,C,Closed,Normal,2,2,0,2026-01-04T02:03:42.954321+00:00,2026-01-07T16:00:12.827361+00:00,2026-01-04T23:50:12.760024+00:00,Customer expedite
J26-00142,SO26-60016,CUST0011,ASSY-9279,A,Closed,Normal,2,2,0,2026-01-04T00:59:15.814744+00:00,2026-01-09T08:55:11.307970+00:00,2026-01-05T00:09:34.162656+00:00,
J26-00143,SO26-56728,CUST0011,VALVE-3060,A,Closed,Normal,5,4,0,2026-01-04T05:15:46.842574+00:00,2026-01-04T00:58:14.976018+00:00,2026-01-05T07:53:37.741178+00:00,Engineering hold
J26-00144,SO26-45157,CUST0021,PN-5506,C,Closed,Normal,3,3,0,2026-01-04T04:40:07.788691+00:00,2026-01-09T07:37:25.709313+00:00,2026-01-05T07:23:32.641194+00:00,Customer expedite
J26-00145,SO26-79519,CUST0021,BRKT-8019,D,Closed,Normal,18,15,1,2026-01-04T05:33:12.267492+00:00,2026-01-09T11:30:17.396201+00:00,2026-01-04T17:30:11.538772+00:00,First article required
J26-00146,SO26-75092,CUST0015,BRKT-4432,A,Closed,Normal,45,38,1,2026-01-04T04:23:22.803732+00:00,2026-01-05T00:30:10.755539+00:00,2026-01-04T17:33:43.121816+00:00,First article required
J26-00147,SO26-74094,CUST0017,HOUS-5803,A,Closed,Hot,13,13,0,2026-01-04T03:08:08.345001+00:00,2026-01-04T04:35:58.651737+00:00,2026-01-04T10:56:04.985355+00:00,
J26-00148,SO26-76062,CUST0003,PN-2519,A,Closed,Normal,5,5,0,2026-01-04T06:13:19.717886+00:00,2026-01-09T18:20:22.609958+00:00,2026-01-04T23:44:51.064969+00:00,Engineering hold
J26-00149,SO26-97710,CUST0025,BRKT-7939,D,Closed,Normal,38,36,0,2026-01-04T06:20:01.510776+00:00,2026-01-06T15:13:32.153771+00:00,2026-01-05T08:15:46.443134+00:00,
J26-00150,SO26-39991,CUST0028,ASSY-7126,A,Closed,Normal,171,152,5,2026-01-04T09:25:42.275885+00:00,2026-01-08T23:26:43.461199+00:00,2026-01-04T20:12:04.465266+00:00,Customer expedite
J26-00151,SO26-23844,CUST0007,SHAFT-5554,A,Closed,Hot,2,2,0,2026-01-04T06:11:40.101240+00:00,2026-01-10T06:04:32.851105+00:00,2026-01-05T00:40:11.108017+00:00,
J26-00152,SO26-30637,CUST0002,BRKT-5552,B,Closed,Rush,20,18,0,2026-01-04T03:21:13.267964+00:00,2026-01-06T19:42:51.813490+00:00,2026-01-05T06:22:30.788774+00:00,Customer expedite
J26-00153,SO26-10660,CUST0009,HOUS-9689,B,Closed,Normal,13,12,0,2026-01-04T07:42:17.622367+00:00,2026-01-05T16:41:18.178782+00:00,2026-01-04T19:21:16.590195+00:00,
J26-00154,SO26-92681,CUST0024,VALVE-4295,A,Closed,Normal,37,36,0,2026-01-04T09:18:28.990690+00:00,2026-01-09T16:27:08.869139+00:00,2026-01-05T04:46:10.822191+00:00,
J26-00155,SO26-23406,CUST0015,PLATE-9935,A,Closed,Hot,20,19,0,2026-01-04T09:37:23.056111+00:00,2026-01-08T15:07:38.048645+00:00,2026-01-04T18:23:03.894380+00:00,
J26-00156,SO26-40531,CUST0008,ASSY-9834,B,Closed,Normal,17,17,1,2026-01-04T06:26:58.356570+00:00,2026-01-07T11:43:53.626941+00:00,2026-01-05T05:46:13.713062+00:00,
J26-00157,SO26-59386,CUST0009,PN-4456,B,Closed,Normal,7,6,0,2026-01-04T09:36:37.185508+00:00,2026-01-09T17:12:18.059960+00:00,2026-01-05T11:45:11.346871+00:00,
J26-00158,SO26-89027,CUST0023,VALVE-9317,B,Closed,Normal,15,12,0,2026-01-04T06:54:10.801755+00:00,2026-01-05T12:56:26.120711+00:00,2026-01-04T23:34:15.139746+00:00,Use new fixture
J26-00159,SO26-68031,CUST0024,SHAFT-9479,A,Closed,Normal,11,9,0,2026-01-04T10:13:15.346308+00:00,2026-01-08T05:18:33.251817+00:00,2026-01-04T13:29:52.108301+00:00,
J26-00160,SO26-38013,CUST0019,PN-4814,A,Closed,Normal,65,64,1,2026-01-04T10:42:06.572704+00:00,2026-01-06T00:46:10.445029+00:00,2026-01-04T18:34:32.254158+00:00,First article required
J26-00161,SO26-51542,CUST0026,ASSY-8573,A,Closed,Normal,31,31,0,2026-01-04T06:43:19.381662+00:00,2026-01-10T04:42:55.593714+00:00,2026-01-04T17:04:40.477641+00:00,
J26-00162,SO26-29199,CUST0006,ASSY-9279,A,Closed,Normal,2,2,0,2026-01-04T09:14:03.136259+00:00,2026-01-05T00:46:13.401388+00:00,2026-01-05T06:48:09.049271+00:00,
J26-00163,SO26-15813,CUST0025,PLATE-6313,A,Closed,Hot,14,13,0,2026-01-04T10:28:44.843938+00:00,2026-01-08T19:43:07.526172+00:00,2026-01-05T13:51:53.368011+00:00,
J26-00164,SO26-51300,CUST0021,PN-6539,D,Closed,Hot,22,21,1,2026-01-04T12:00:55.660706+00:00,2026-01-10T03:13:02.156512+00:00,2026-01-05T00:46:48.943566+00:00,Use new fixture
J26-00165,SO26-79134,CUST0016,HOUS-1434,E,Closed,Normal,10,8,0,2026-01-04T10:01:23.764933+00:00,2026-01-05T22:36:38.671991+00:00,2026-01-04T21:15:44.206809+00:00,
J26-00166,SO26-20567,CUST0025,PLATE-8953,D,Closed,Normal,38,35,0,2026-01-04T12:36:33.840783+00:00,2026-01-09T06:16:05.340035+00:00,2026-01-05T00:26:12.161421+00:00,First article required
J26-00167,SO26-44674,CUST0004,VALVE-1887,D,Closed,Rush,30,28,0,2026-01-04T09:40:56.465291+00:00,2026-01-05T12:20:26.033169+00:00,2026-01-05T03:18:30.372223+00:00,
J26-00168,SO26-48665,CUST0003,PN-2519,A,Closed,Normal,4,4,0,2026-01-04T12:34:48.354690+00:00,2026-01-07T09:13:09.203387+00:00,2026-01-05T09:18:03.087432+00:00,Customer expedite
J26-00169,SO26-55987,CUST0023,PN-6310,A,Closed,Normal,7,7,0,2026-01-04T11:34:57.057380+00:00,2026-01-05T05:01:07.287387+00:00,2026-01-04T17:29:53.690995+00:00,
J26-00170,SO26-26065,CUST0007,PLATE-9928,A,Closed,Normal,4,3,0,2026-01-04T12:17:50.535851+00:00,2026-01-07T11:07:48.687577+00:00,2026-01-05T02:17:00.619698+00:00,
J26-00171,SO26-54387,CUST0023,ASSY-9279,A,Closed,Normal,32,30,1,2026-01-04T07:52:13.520487+00:00,2026-01-06T21:46:21.607751+00:00,2026-01-05T13:49:51.728422+00:00,
J26-00172,SO26-36819,CUST0007,SHAFT-2291,D,Closed,Normal,5,5,0,2026-01-04T08:42:26.521321+00:00,2026-01-08T19:15:22.358196+00:00,2026-01-04T19:32:34.017608+00:00,Use new fixture
J26-00173,SO26-60355,CUST0006,PLATE-4598,A,Closed,Normal,47,46,1,2026-01-04T08:32:49.967884+00:00,2026-01-06T01:34:14.642747+00:00,2026-01-05T13:14:03.043114+00:00,
J26-00174,SO26-38415,CUST0007,ASSY-9348,A,Closed,Normal,8,7,0,2026-01-04T11:32:27.977300+00:00,2026-01-08T15:13:02.140285+00:00,2026-01-05T08:02:11.836106+00:00,Use new fixture
J26-00175,SO26-76483,CUST0003,PN-6539,D,Closed,Normal,48,47,1,2026-01-04T10:19:25.554589+00:00,2026-01-07T02:03:59.923145+00:00,2026-01-05T00:44:46.901149+00:00,Use new fixture
J26-00176,SO26-80910,CUST0029,VALVE-5741,A,Closed,Rush,74,67,2,2026-01-04T11:42:48.028074+00:00,2026-01-09T10:47:04.540910+00:00,2026-01-05T11:31:22.344522+00:00,First article required
J26-00177,SO26-37584,CUST0020,VALVE-1771,A,Closed,Hot,23,20,0,2026-01-04T12:44:08.344270+00:00,2026-01-07T11:58:30.189633+00:00,2026-01-05T10:07:25.173101+00:00,Customer expedite
J26-00178,SO26-95015,CUST0012,ASSY-1525,A,Closed,Normal,2,2,0,2026-01-04T12:24:43.569425+00:00,2026-01-06T12:52:21.796799+00:00,2026-01-04T18:12:42.247056+00:00,
J26-00179,SO26-74325,CUST0022,VALVE-6038,D,Closed,Hot,31,25,1,2026-01-04T12:12:47.262404+00:00,2026-01-06T21:01:57.174723+00:00,2026-01-04T20:25:42.176581+00:00,
J26-00180,SO26-66964,CUST0021,SHAFT-4006,C,Closed,Rush,38,34,1,2026-01-04T10:44:30.256245+00:00,2026-01-05T08:22:35.153743+00:00,2026-01-05T01:52:26.229010+00:00,
J26-00181,SO26-65808,CUST0021,VALVE-6925,A,Closed,Normal,91,81,2,2026-01-04T12:35:23.498287+00:00,2026-01-07T01:59:28.055972+00:00,2026-01-05T08:21:46.961481+00:00,
J26-00182,SO26-19114,CUST0006,ASSY-9835,A,Closed,Normal,30,29,0,2026-01-04T09:37:32.748878+00:00,2026-01-09T16:53:35.843486+00:00,2026-01-05T07:23:20.499550+00:00,First article required
J26-00183,SO26-42624,CUST0021,ASSY-9179,C,Closed,Normal,18,16,0,2026-01-04T10:03:08.803754+00:00,2026-01-03T16:17:54.595800+00:00,2026-01-04T23:11:01.628475+00:00,
J26-00184,SO26-38924,CUST0005,PN-4456,B,Closed,Normal,50,46,1,2026-01-04T12:50:06.727756+00:00,2026-01-05T23:42:53.345952+00:00,2026-01-05T04:46:24.107427+00:00,Use new fixture
J26-00185,SO26-17140,CUST0030,ASSY-9348,A,Closed,Normal,53,46,0,2026-01-04T12:34:31.995297+00:00,2026-01-10T09:21:34.345026+00:00,2026-01-05T17:14:46.793778+00:00,Engineering hold
J26-00186,SO26-53481,CUST0024,VALVE-5371,E,Closed,Normal,39,36,0,2026-01-04T15:15:54.365303+00:00,2026-01-07T09:51:08.341353+00:00,2026-01-05T18:00:37.078495+00:00,
J26-00187,SO26-39520,CUST0016,HOUS-4257,B,Closed,Normal,31,28,0,2026-01-04T11:48:32.697334+00:00,2026-01-05T19:15:44.628903+00:00,2026-01-04T23:56:59.415033+00:00,Engineering hold
J26-00188,SO26-98747,CUST0014,HOUS-3803,C,Closed,Normal,58,47,2,2026-01-04T11:44:46.983309+00:00,2026-01-06T06:05:14.618292+00:00,2026-01-05T01:27:17.341765+00:00,
J26-00189,SO26-11408,CUST0016,PLATE-5374,B,Closed,Hot,60,49,0,2026-01-04T10:46:31.776637+00:00,2026-01-07T08:36:05.670141+00:00,2026-01-05T20:22:39.827559+00:00,
J26-00190,SO26-95674,CUST0026,PN-1488,B,Closed,Normal,22,21,0,2026-01-04T14:19:44.712725+00:00,2026-01-09T07:57:10.032635+00:00,2026-01-05T03:32:56.108778+00:00,Customer expedite
J26-00191,SO26-53923,CUST0026,SHAFT-8517,A,Closed,Rush,2,2,0,2026-01-04T14:58:31.445651+00:00,2026-01-07T05:34:42.300161+00:00,2026-01-05T07:59:03.314878+00:00,First article required
J26-00192,SO26-64327,CUST0026,HOUS-5010,A,Closed,Normal,25,22,0,2026-01-04T15:00:43.257230+00:00,2026-01-09T12:20:15.397986+00:00,2026-01-05T15:15:36.489570+00:00,Customer expedite
J26-00193,SO26-15400,CUST0014,ASSY-4681,C,Closed,Normal,19,16,0,2026-01-04T13:43:41.857519+00:00,2026-01-06T02:38:21.287227+00:00,2026-01-05T16:16:28.350458+00:00,First article required
J26-00194,SO26-51400,CUST0008,SHAFT-5557,C,Closed,Normal,9,8,0,2026-01-04T16:37:25.177026+00:00,2026-01-05T09:58:00.801678+00:00,2026-01-04T23:05:00.736894+00:00,
J26-00195,SO26-12673,CUST0020,HOUS-4150,C,Closed,Normal,20,18,0,2026-01-04T14:49:49.499575+00:00,2026-01-05T20:09:43.892562+00:00,2026-01-05T20:38:47.507515+00:00,Engineering hold
J26-00196,SO26-56489,CUST0003,HOUS-2040,B,Closed,Normal,23,21,1,2026-01-04T19:05:07.192485+00:00,2026-01-04T09:58:13.249984+00:00,2026-01-05T20:01:26.206459+00:00,Customer expedite
J26-00197,SO26-85023,CUST0028,VALVE-1711,B,Closed,Normal,25,22,1,2026-01-04T18:26:33.087773+00:00,2026-01-09T06:26:12.888433+00:00,2026-01-05T15:42:05.631169+00:00,
J26-00198,SO26-98954,CUST0021,PN-6539,D,Closed,Normal,17,15,0,2026-01-04T18:42:17.936591+00:00,2026-01-05T12:44:16.033010+00:00,2026-01-05T03:44:49.074147+00:00,Customer expedite
J26-00199,SO26-85976,CUST0023,ASSY-5339,A,Closed,Hot,18,16,0,2026-01-04T16:51:03.930830+00:00,2026-01-07T07:21:19.035803+00:00,2026-01-05T11:54:48.526257+00:00,Customer expedite
J26-00200,SO26-44954,CUST0018,ASSY-4139,D,Closed,Normal,27,24,0,2026-01-04T18:33:02.121344+00:00,2026-01-06T06:07:36.351070+00:00,2026-01-05T17:15:28.271115+00:00,
J26-00201,SO26-48187,CUST0025,PLATE-2612,C,Closed,Normal,53,51,1,2026-01-04T20:01:46.431819+00:00,2026-01-10T14:46:28.662353+00:00,2026-01-05T22:11:11.461975+00:00,
J26-00202,SO26-52719,CUST0013,HOUS-4608,B,Closed,Hot,20,18,0,2026-01-04T14:38:44.584339+00:00,2026-01-05T11:55:52.647210+00:00,2026-01-05T05:59:39.449023+00:00,
J26-00203,SO26-41821,CUST0003,PN-2519,A,Closed,Hot,22,20,0,2026-01-04T14:03:32.458367+00:00,2026-01-09T18:36:17.297462+00:00,2026-01-05T11:48:03.542179+00:00,
J26-00204,SO26-34288,CUST0004,ASSY-4657,C,Closed,Rush,11,11,0,2026-01-04T17:21:08.632760+00:00,2026-01-08T02:09:51.294952+00:00,2026-01-05T13:34:19.064021+00:00,
J26-00205,SO26-47830,CUST0026,PN-4582,C,Closed,Normal,49,41,0,2026-01-04T16:31:41.359031+00:00,2026-01-06T04:44:19.908066+00:00,2026-01-05T17:31:17.383357+00:00,
J26-00206,SO26-20596,CUST0012,ASSY-4527,E,Closed,Normal,47,38,0,2026-01-04T19:29:56.464793+00:00,2026-01-05T11:18:37.080783+00:00,2026-01-05T07:05:52.194533+00:00,
J26-00207,SO26-37044,CUST0030,VALVE-1106,E,Closed,Hot,13,12,0,2026-01-04T16:30:24.191536+00:00,2026-01-05T06:42:02.800223+00:00,2026-01-05T20:30:55.837862+00:00,
J26-00208,SO26-40580,CUST0027,PLATE-8953,D,Closed,Hot,44,40,0,2026-01-04T22:26:16.509646+00:00,2026-01-08T04:47:15.192613+00:00,2026-01-05T20:07:26.263617+00:00,
J26-00209,SO26-26484,CUST0004,VALVE-6038,D,Closed,Normal,39,32,1,2026-01-04T21:30:02.160939+00:00,2026-01-08T13:26:19.627940+00:00,2026-01-05T17:19:27.003131+00:00,Use new fixture
J26-00210,SO26-85205,CUST0020,VALVE-6925,A,Closed,Normal,100,95,0,2026-01-04T19:54:20.468302+00:00,2026-01-08T14:35:15.072158+00:00,2026-01-06T00:55:24.361135+00:00,
J26-00211,SO26-36913,CUST0016,SHAFT-4006,C,Closed,Normal,29,27,0,2026-01-04T21:21:39.559162+00:00,2026-01-10T09:38:57.416076+00:00,2026-01-05T19:21:56.408302+00:00,
J26-00212,SO26-84526,CUST0028,SHAFT-7118,E,Closed,Normal,6,6,0,2026-01-04T22:17:55.714932+00:00,2026-01-08T06:33:19.496236+00:00,2026-01-05T06:49:59.846510+00:00,
J26-00213,SO26-49879,CUST0018,ASSY-8749,C,Closed,Normal,7,7,0,2026-01-04T19:05:35.380935+00:00,2026-01-10T07:01:56.513171+00:00,2026-01-05T17:37:51.166398+00:00,
J26-00214,SO26-42735,CUST0006,PN-6413,D,Closed,Normal,24,23,0,2026-01-05T01:06:27.326538+00:00,2026-01-06T17:46:45.258330+00:00,2026-01-05T15:15:34.417506+00:00,
J26-00215,SO26-48398,CUST0015,ASSY-9179,C,Closed,Normal,15,14,0,2026-01-05T02:37:14.988596+00:00,2026-01-09T07:07:08.620505+00:00,2026-01-05T21:15:19.711853+00:00,
J26-00216,SO26-68817,CUST0004,ASSY-4681,C,Closed,Normal,10,10,0,2026-01-04T22:24:50.884906+00:00,2026-01-07T16:33:31.630017+00:00,2026-01-06T03:29:16.869931+00:00,
J26-00217,SO26-10386,CUST0010,HOUS-9689,B,Closed,Rush,15,13,0,2026-01-05T04:27:34.811076+00:00,2026-01-09T07:31:13.647972+00:00,2026-01-05T09:30:17.907613+00:00,
J26-00218,SO26-19597,CUST0003,VALVE-1887,D,Closed,Normal,11,9,0,2026-01-05T01:03:33.425238+00:00,2026-01-06T09:01:41.881112+00:00,2026-01-06T04:51:15.580757+00:00,
J26-00219,SO26-95971,CUST0030,HOUS-8668,A,Closed,Normal,4,4,0,2026-01-04T23:08:09.017423+00:00,2026-01-10T23:45:35.184964+00:00,2026-01-05T14:42:42.119399+00:00,Engineering hold
J26-00220,SO26-51576,CUST0021,HOUS-4258,C,Closed,Normal,9,9,0,2026-01-05T00:55:49.203487+00:00,2026-01-05T15:24:13.686984+00:00,2026-01-05T21:28:49.398891+00:00,
J26-00221,SO26-68565,CUST0002,VALVE-1887,D,Closed,Normal,79,68,1,2026-01-05T04:25:07.887831+00:00,2026-01-09T06:56:19.264864+00:00,2026-01-06T03:17:43.236777+00:00,First article required
J26-00222,SO26-84356,CUST0018,VALVE-4295,A,Closed,Normal,84,75,0,2026-01-05T03:07:39.494662+00:00,2026-01-07T00:07:29.826213+00:00,2026-01-05T16:58:59.017209+00:00,Use new fixture
J26-00223,SO26-11908,CUST0021,VALVE-6038,D,Closed,Normal,33,27,0,2026-01-05T02:30:55.135298+00:00,2026-01-08T22:24:45.412505+00:00,2026-01-05T09:05:37.258165+00:00,
J26-00224,SO26-48805,CUST0019,PLATE-9928,A,Closed,Normal,2,2,0,2026-01-04T23:37:15.608575+00:00,2026-01-07T17:12:40.459013+00:00,2026-01-06T02:01:52.122858+00:00,
J26-00225,SO26-14861,CUST0001,PN-9423,A,Closed,Rush,53,48,1,2026-01-05T00:54:47.452266+00:00,2026-01-07T09:07:00.350317+00:00,2026-01-05T19:47:33.398086+00:00,
J26-00226,SO26-19461,CUST0002,PLATE-8953,D,Closed,Hot,22,20,0,2026-01-05T01:37:50.137288+00:00,2026-01-08T04:48:26.536452+00:00,2026-01-05T18:32:46.511344+00:00,
J26-00227,SO26-98078,CUST0005,HOUS-4608,B,Closed,Normal,13,12,0,2026-01-04T23:06:45.576590+00:00,2026-01-04T21:24:57.979277+00:00,2026-01-05T21:50:15.869408+00:00,
J26-00228,SO26-40473,CUST0023,ASSY-9179,C,Closed,Normal,18,18,0,2026-01-05T01:01:32.762493+00:00,2026-01-10T06:00:49.554390+00:00,2026-01-06T07:15:12.874289+00:00,
J26-00229,SO26-26312,CUST0005,ASSY-5339,A,Closed,Rush,21,20,1,2026-01-05T06:22:22.754160+00:00,2026-01-10T03:47:25.299062+00:00,2026-01-05T23:19:48.900163+00:00,
J26-00230,SO26-70857,CUST0010,SHAFT-9479,A,Closed,Normal,23,21,0,2026-01-05T05:17:43.426784+00:00,2026-01-06T05:27:48.088092+00:00,2026-01-05T11:14:47.725750+00:00,First article required
J26-00231,SO26-75020,CUST0018,VALVE-9317,B,Closed,Normal,49,41,1,2026-01-05T04:55:06.439353+00:00,2026-01-10T09:53:02.259200+00:00,2026-01-06T06:57:15.733209+00:00,First article required
J26-00232,SO26-77009,CUST0022,VALVE-5371,E,Closed,Normal,14,14,0,2026-01-05T03:36:46.468444+00:00,2026-01-07T04:51:49.288776+00:00,2026-01-05T15:39:13.991858+00:00,
J26-00233,SO26-27458,CUST0008,PN-6310,A,Closed,Normal,150,125,3,2026-01-05T02:01:58.098540+00:00,2026-01-05T09:27:11.328851+00:00,2026-01-05T22:41:00.568180+00:00,Customer expedite
J26-00234,SO26-69051,CUST0024,ASSY-8787,B,Closed,Normal,20,19,0,2026-01-05T03:39:27.074785+00:00,2026-01-07T10:13:47.118276+00:00,2026-01-05T16:40:38.046213+00:00,
J26-00235,SO26-58197,CUST0011,HOUS-4257,B,Closed,Normal,23,19,1,2026-01-05T04:44:24.544060+00:00,2026-01-08T17:33:15.919222+00:00,2026-01-06T01:42:52.181870+00:00,Use new fixture
J26-00236,SO26-25634,CUST0023,PN-5506,C,Closed,Hot,20,17,1,2026-01-05T05:52:05.013506+00:00,2026-01-08T00:56:25.247736+00:00,2026-01-05T22:57:18.527548+00:00,
J26-00237,SO26-50540,CUST0022,HOUS-2040,B,Closed,Normal,8,7,0,2026-01-05T07:39:21.349684+00:00,2026-01-09T20:36:17.843910+00:00,2026-01-05T14:22:21.963456+00:00,Use new fixture
J26-00238,SO26-96936,CUST0012,PLATE-1964,A,Closed,Normal,12,10,0,2026-01-05T09:20:49.379404+00:00,2026-01-11T09:48:02.128250+00:00,2026-01-06T08:51:18.560129+00:00,First article required
J26-00239,SO26-96570,CUST0019,VALVE-2790,D,Closed,Normal,37,35,1,2026-01-05T05:04:51.986122+00:00,2026-01-05T13:25:53.524039+00:00,2026-01-06T12:50:28.126277+00:00,Use new fixture
J26-00240,SO26-56454,CUST0029,VALVE-3060,A,Closed,Normal,66,58,1,2026-01-05T06:08:06.867961+00:00,2026-01-07T06:28:52.863264+00:00,2026-01-06T11:05:00.141263+00:00,
J26-00241,SO26-21330,CUST0002,PN-2163,C,Closed,Normal,26,25,0,2026-01-05T04:09:01.295420+00:00,2026-01-05T23:38:27.895962+00:00,2026-01-06T02:05:40.851109+00:00,
J26-00242,SO26-65208,CUST0002,SHAFT-1053,B,Closed,Normal,5,4,0,2026-01-05T04:15:12.991377+00:00,2026-01-09T06:24:26.615493+00:00,2026-01-06T01:28:02.467247+00:00,
J26-00243,SO26-57452,CUST0026,ASSY-8749,C,Closed,Normal,9,8,0,2026-01-05T05:57:11.658716+00:00,2026-01-06T10:38:26.737385+00:00,2026-01-06T03:14:48.583422+00:00,Customer expedite
J26-00244,SO26-70582,CUST0022,HOUS-1188,C,Closed,Normal,24,21,1,2026-01-05T05:47:40.949435+00:00,2026-01-09T21:07:36.064560+00:00,2026-01-06T02:56:16.781348+00:00,First article required
J26-00245,SO26-81388,CUST0005,ASSY-3621,A,Closed,Normal,3,3,0,2026-01-05T08:42:29.623983+00:00,2026-01-09T18:09:50.645716+00:00,2026-01-06T11:36:23.088569+00:00,Use new fixture
J26-00246,SO26-80496,CUST0027,SHAFT-3591,B,Closed,Normal,70,64,0,2026-01-05T08:45:11.030569+00:00,2026-01-05T21:38:10.642748+00:00,2026-01-05T14:11:17.543055+00:00,First article required
J26-00247,SO26-77519,CUST0029,ASSY-2104,D,Closed,Normal,25,21,1,2026-01-05T07:15:53.070520+00:00,2026-01-11T01:33:58.631061+00:00,2026-01-06T09:09:15.104874+00:00,
J26-00248,SO26-40394,CUST0027,VALVE-3060,A,Closed,Normal,49,46,1,2026-01-05T10:09:24.284123+00:00,2026-01-09T09:02:07.893860+00:00,2026-01-06T10:42:57.887939+00:00,First article required
J26-00249,SO26-98399,CUST0004,HOUS-4257,B,Closed,Rush,12,11,0,2026-01-05T09:02:16.728743+00:00,2026-01-11T09:04:00.609592+00:00,2026-01-05T23:39:47.402318+00:00,Customer expedite
J26-00250,SO26-98731,CUST0029,ASSY-5040,E,Closed,Normal,26,21,1,2026-01-05T06:38:06.245761+00:00,2026-01-09T15:13:45.351991+00:00,2026-01-06T13:03:32.677323+00:00,
J26-00251,SO26-74538,CUST0021,BRKT-7939,D,Closed,Normal,54,52,1,2026-01-05T08:31:48.614547+00:00,2026-01-11T02:33:54.300085+00:00,2026-01-05T15:42:34.299598+00:00,
J26-00252,SO26-18172,CUST0027,SHAFT-2982,A,Closed,Normal,8,8,0,2026-01-05T09:05:00.697039+00:00,2026-01-07T04:58:45.916169+00:00,2026-01-05T19:29:05.491424+00:00,
J26-00253,SO26-95920,CUST0021,HOUS-4608,B,Closed,Normal,7,7,0,2026-01-05T10:25:50.776222+00:00,2026-01-06T14:37:24.247435+00:00,2026-01-05T17:28:49.037130+00:00,Use new fixture
J26-00254,SO26-67966,CUST0013,HOUS-5119,B,Closed,Hot,7,6,0,2026-01-05T11:52:29.016285+00:00,2026-01-07T00:25:51.556451+00:00,2026-01-06T08:59:11.760701+00:00,First article required
J26-00255,SO26-20922,CUST0025,PLATE-2169,A,Closed,Normal,290,233,5,2026-01-05T08:25:34.184854+00:00,2026-01-07T02:47:22.513550+00:00,2026-01-06T03:49:29.483202+00:00,
J26-00256,SO26-88919,CUST0014,BRKT-4432,A,Closed,Normal,7,6,0,2026-01-05T11:14:42.745902+00:00,2026-01-11T09:23:40.330544+00:00,2026-01-06T12:56:11.216794+00:00,Use new fixture
J26-00257,SO26-62330,CUST0018,ASSY-9786,C,Closed,Normal,56,54,1,2026-01-05T10:57:51.965892+00:00,2026-01-11T08:00:52.843702+00:00,2026-01-06T03:19:17.010134+00:00,First article required
J26-00258,SO26-64699,CUST0028,ASSY-9834,B,Closed,Normal,22,18,1,2026-01-05T12:51:50.465469+00:00,2026-01-08T03:59:22.898799+00:00,2026-01-05T22:53:59.308726+00:00,
J26-00259,SO26-62494,CUST0019,PLATE-6107,A,Closed,Hot,11,11,0,2026-01-05T08:18:04.032125+00:00,2026-01-06T05:37:20.182291+00:00,2026-01-06T13:56:15.944999+00:00,
J26-00260,SO26-33461,CUST0004,ASSY-5562,A,Closed,Normal,70,69,0,2026-01-05T12:10:43.587517+00:00,2026-01-07T18:06:30.519515+00:00,2026-01-06T00:52:14.658766+00:00,
J26-00261,SO26-93138,CUST0020,VALVE-6168,D,Closed,Hot,22,18,0,2026-01-05T12:54:37.964750+00:00,2026-01-11T13:08:11.454108+00:00,2026-01-06T14:12:30.721545+00:00,
