LaborID,EmployeeID,JobNum,OperSeq,WorkCenterID,Machine,ClockIn,ClockOut,LaborHrs,SetupHrs,RunHrs,IndirectCode,Shift,Comment
L0000898,EMP0013,J26-00225,20,WC008,41 DMU NLX2500,2026-01-05T05:46:34+00:00,2026-01-05T06:59:10+00:00,1.21,1.21,0.0,,A,Tool touch-off
L0000899,EMP0002,J26-00225,20,WC008,41 DMU NLX2500,2026-01-05T06:59:10+00:00,2026-01-05T09:54:32+00:00,2.42,0.0,2.23,,B,Adjust offsets
L0000900,EMP0001,J26-00225,30,WC-INSP,,2026-01-05T16:59:30.945379+00:00,2026-01-05T17:43:45.062647+00:00,1.73,0.0,2.54,,C,Final inspect
L0000901,EMP0006,J26-00226,10,WC-PREP,,2026-01-05T01:54:39.858987+00:00,2026-01-05T03:34:07.599391+00:00,1.6,0.13,1.23,,A,Prep lot
L0000902,EMP0014,J26-00226,20,WC010,66 DMU NLX 2500,2026-01-05T06:16:20+00:00,2026-01-05T07:01:20+00:00,0.75,0.75,0.0,,A,Tool touch-off
L0000903,EMP0003,J26-00226,20,WC010,66 DMU NLX 2500,2026-01-05T07:01:20+00:00,2026-01-05T08:12:07+00:00,0.73,0.0,0.54,,B,In-process check
L0000904,EMP0014,J26-00226,30,WC-INSP,,2026-01-05T11:24:34.147546+00:00,2026-01-05T12:23:11.817872+00:00,2.59,0.0,1.38,INSPECT,A,Final inspect
L0000905,EMP0015,J26-00227,10,WC-PREP,,2026-01-04T23:11:34.285565+00:00,2026-01-05T00:21:07.146175+00:00,1.2,0.02,1.56,MATERIAL,C,
L0000906,EMP0006,J26-00227,20,WC005,22 DMU NLX 2500 old,2026-01-05T06:29:19+00:00,2026-01-05T07:01:43+00:00,0.54,0.54,0.0,,A,Tool touch-off
L0000907,EMP0014,J26-00227,20,WC005,22 DMU NLX 2500 old,2026-01-05T07:01:43+00:00,2026-01-05T07:54:39+00:00,1.11,0.0,0.72,,A,Run production
L0000908,EMP0001,J26-00227,30,WC-INSP,,2026-01-05T19:54:10.277306+00:00,2026-01-05T20:57:58.496418+00:00,0.68,0.0,2.22,INSPECT,C,Pack & label
L0000909,EMP0015,J26-00228,10,WC-PREP,,2026-01-05T01:19:45.222597+00:00,2026-01-05T02:25:02.664899+00:00,2.15,0.33,0.8,MATERIAL,C,
L0000910,EMP0005,J26-00228,20,WC009,65 DMU NLX 2500,2026-01-05T06:29:28+00:00,2026-01-05T07:19:16+00:00,0.83,0.83,0.0,,B,Setup & fixture
L0000911,EMP0006,J26-00228,20,WC009,65 DMU NLX 2500,2026-01-05T07:19:16+00:00,2026-01-05T09:36:16+00:00,1.81,0.0,1.28,,A,Run production
L0000912,EMP0001,J26-00228,30,WC-INSP,,2026-01-05T15:42:53.940483+00:00,2026-01-05T18:33:40.050061+00:00,2.48,0.0,1.01,,C,Pack & label
L0000913,EMP0004,J26-00229,10,WC-PREP,,2026-01-05T06:31:55.721520+00:00,2026-01-05T07:33:23.290422+00:00,1.87,0.36,1.62,MOVE,B,
L0000914,EMP0010,J26-00229,20,WC007,24 DOOSAN PUMA 3100L,2026-01-05T06:57:44+00:00,2026-01-05T07:58:56+00:00,1.02,1.02,0.0,,A,Setup & fixture
L0000915,EMP0007,J26-00229,20,WC007,24 DOOSAN PUMA 3100L,2026-01-05T07:58:56+00:00,2026-01-05T09:31:10+00:00,1.7,0.0,1.19,,A,Adjust offsets
L0000916,EMP0002,J26-00229,30,WC-INSP,,2026-01-05T19:15:36.027422+00:00,2026-01-05T21:35:05.862891+00:00,2.54,0.0,2.46,,B,Final inspect
L0000917,EMP0014,J26-00230,10,WC-PREP,,2026-01-05T05:29:48.777824+00:00,2026-01-05T06:25:59.742178+00:00,2.07,0.14,1.53,,A,
L0000918,EMP0004,J26-00230,20,WC005,22 DMU NLX 2500 old,2026-01-05T07:32:20+00:00,2026-01-05T08:20:56+00:00,0.81,0.81,0.0,,B,Program load
L0000919,EMP0007,J26-00230,20,WC005,22 DMU NLX 2500 old,2026-01-05T08:20:56+00:00,2026-01-05T09:20:53+00:00,1.24,0.0,0.85,,A,Adjust offsets
L0000920,EMP0014,J26-00230,30,WC-INSP,,2026-01-05T14:09:21.419053+00:00,2026-01-05T17:07:02.116594+00:00,3.0,0.0,1.3,,A,Pack & label
L0000921,EMP0008,J26-00231,10,WC-PREP,,2026-01-05T04:56:27.323167+00:00,2026-01-05T07:01:52.845237+00:00,0.81,0.07,2.15,,A,
L0000922,EMP0011,J26-00231,20,WC006,23 DOOSAN PUMA 700,2026-01-05T07:56:45+00:00,2026-01-05T08:24:21+00:00,0.46,0.46,0.0,,B,Program load
L0000923,EMP0009,J26-00231,20,WC006,23 DOOSAN PUMA 700,2026-01-05T08:24:21+00:00,2026-01-05T09:42:42+00:00,1.2,0.0,0.84,,A,In-process check
L0000924,EMP0008,J26-00231,30,WC-INSP,,2026-01-05T18:47:04.293562+00:00,2026-01-05T19:15:33.331811+00:00,1.2,0.0,1.33,,A,Final inspect
L0000925,EMP0013,J26-00232,10,WC-PREP,,2026-01-05T03:46:26.668405+00:00,2026-01-05T04:26:50.079908+00:00,1.15,0.39,1.9,,A,
L0000926,EMP0007,J26-00232,20,WC010,66 DMU NLX 2500,2026-01-05T07:21:01+00:00,2026-01-05T08:32:25+00:00,1.19,1.19,0.0,,A,Setup & fixture
L0000927,EMP0002,J26-00232,20,WC010,66 DMU NLX 2500,2026-01-05T08:32:25+00:00,2026-01-05T09:26:19+00:00,0.59,0.0,0.4,,B,Run production
L0000928,EMP0005,J26-00232,30,WC-INSP,,2026-01-05T13:07:11.582858+00:00,2026-01-05T14:39:01.875725+00:00,1.74,0.0,2.62,INSPECT,B,Final inspect
L0000929,EMP0006,J26-00233,10,WC-PREP,,2026-01-05T02:27:21.396158+00:00,2026-01-05T04:02:12.547157+00:00,1.92,0.23,1.32,,A,
L0000930,EMP0002,J26-00233,20,WC004,21 DOOSAN PUMA700,2026-01-05T09:07:15+00:00,2026-01-05T09:24:03+00:00,0.28,0.28,0.0,,B,Tool touch-off
L0000931,EMP0012,J26-00233,20,WC004,21 DOOSAN PUMA700,2026-01-05T09:24:03+00:00,2026-01-05T11:49:58+00:00,2.66,0.0,2.06,,A,In-process check
L0000932,EMP0009,J26-00233,30,WC-INSP,,2026-01-05T20:17:08.319508+00:00,2026-01-05T22:28:47.212129+00:00,1.08,0.0,1.05,,A,Pack & label
L0000933,EMP0012,J26-00234,10,WC-PREP,,2026-01-05T03:57:06.714939+00:00,2026-01-05T05:30:35.335292+00:00,0.77,0.07,0.62,,A,Deburr edges
L0000934,EMP0011,J26-00234,20,WC005,22 DMU NLX 2500 old,2026-01-05T08:59:37+00:00,2026-01-05T09:34:25+00:00,0.58,0.58,0.0,,B,Tool touch-off
L0000935,EMP0009,J26-00234,20,WC005,22 DMU NLX 2500 old,2026-01-05T09:34:25+00:00,2026-01-05T10:45:09+00:00,1.44,0.0,0.85,,A,Run production
L0000936,EMP0014,J26-00234,30,WC-INSP,,2026-01-05T12:43:45.812857+00:00,2026-01-05T13:02:50.689060+00:00,2.74,0.0,2.5,,A,Create CoC
L0000937,EMP0013,J26-00235,10,WC-PREP,,2026-01-05T04:47:58.512050+00:00,2026-01-05T06:52:48.258505+00:00,2.33,0.38,1.31,,A,Cut stock
L0000938,EMP0005,J26-00235,20,WC001,102 HAAS VF4,2026-01-05T09:32:04+00:00,2026-01-05T09:41:04+00:00,0.15,0.15,0.0,,B,Setup & fixture
L0000939,EMP0015,J26-00235,20,WC001,102 HAAS VF4,2026-01-05T09:41:04+00:00,2026-01-05T10:36:18+00:00,1.21,0.0,0.92,,C,Run production
L0000940,EMP0008,J26-00235,30,WC-INSP,,2026-01-05T12:27:35.165087+00:00,2026-01-05T15:08:30.530802+00:00,2.45,0.0,0.95,,A,Pack & label
L0000941,EMP0010,J26-00236,10,WC-PREP,,2026-01-05T05:59:14.699937+00:00,2026-01-05T06:42:15.076847+00:00,1.62,0.03,0.86,,A,
L0000942,EMP0002,J26-00236,20,WC006,23 DOOSAN PUMA 700,2026-01-05T10:24:19+00:00,2026-01-05T10:33:19+00:00,0.15,0.15,0.0,,B,Tool touch-off
L0000943,EMP0012,J26-00236,20,WC006,23 DOOSAN PUMA 700,2026-01-05T10:33:19+00:00,2026-01-05T11:22:54+00:00,0.81,0.0,0.53,,A,Run production
L0000944,EMP0005,J26-00236,30,WC-INSP,,2026-01-05T14:09:10.623518+00:00,2026-01-05T14:37:42.874012+00:00,1.61,0.0,0.55,,B,Final inspect
L0000945,EMP0007,J26-00237,10,WC-PREP,,2026-01-05T07:40:12.333528+00:00,2026-01-05T09:54:49.476918+00:00,2.05,0.27,0.84,,A,Cut stock
L0000946,EMP0013,J26-00237,20,WC010,66 DMU NLX 2500,2026-01-05T09:40:23+00:00,2026-01-05T10:33:47+00:00,0.89,0.89,0.0,,A,Setup & fixture
L0000947,EMP0014,J26-00237,20,WC010,66 DMU NLX 2500,2026-01-05T10:33:47+00:00,2026-01-05T11:22:30+00:00,0.7,0.0,0.42,,A,Adjust offsets
L0000948,EMP0008,J26-00237,30,WC-INSP,,2026-01-05T16:42:02.710410+00:00,2026-01-05T17:35:23.389566+00:00,2.25,0.0,1.41,,A,Final inspect
L0000949,EMP0010,J26-00238,10,WC-PREP,,2026-01-05T09:45:01.192142+00:00,2026-01-05T11:05:36.289148+00:00,1.52,0.27,0.64,,A,Cut stock
L0000950,EMP0013,J26-00238,20,WC009,65 DMU NLX 2500,2026-01-05T09:11:42+00:00,2026-01-05T10:33:54+00:00,1.37,1.37,0.0,,A,Setup & fixture
L0000951,EMP0001,J26-00238,20,WC009,65 DMU NLX 2500,2026-01-05T10:33:54+00:00,2026-01-05T11:25:03+00:00,1.12,0.0,0.54,,C,Run production
L0000952,EMP0001,J26-00238,30,WC-INSP,,2026-01-05T14:34:43.727206+00:00,2026-01-05T15:21:13.553190+00:00,2.89,0.0,0.89,,C,Final inspect
L0000953,EMP0002,J26-00239,10,WC-PREP,,2026-01-05T05:17:19.126754+00:00,2026-01-05T05:45:53.382164+00:00,2.32,0.16,2.0,,B,
L0000954,EMP0014,J26-00239,20,WC008,41 DMU NLX2500,2026-01-05T09:32:21+00:00,2026-01-05T10:34:45+00:00,1.04,1.04,0.0,,A,Setup & fixture
L0000955,EMP0007,J26-00239,20,WC008,41 DMU NLX2500,2026-01-05T10:34:45+00:00,2026-01-05T13:14:24+00:00,2.51,0.0,2.04,,A,Run production
L0000956,EMP0012,J26-00239,30,WC-INSP,,2026-01-05T21:00:06.004527+00:00,2026-01-05T23:48:26.069760+00:00,1.99,0.0,0.44,,A,Final inspect
L0000957,EMP0003,J26-00240,10,WC-PREP,,2026-01-05T06:30:42.142080+00:00,2026-01-05T07:19:53.345730+00:00,2.11,0.35,1.08,MATERIAL,B,
L0000958,EMP0013,J26-00240,20,WC005,22 DMU NLX 2500 old,2026-01-05T10:09:00+00:00,2026-01-05T10:58:48+00:00,0.83,0.83,0.0,,A,Setup & fixture
L0000959,EMP0014,J26-00240,20,WC005,22 DMU NLX 2500 old,2026-01-05T10:58:48+00:00,2026-01-05T14:21:38+00:00,2.89,0.0,2.55,,A,Run production
L0000960,EMP0002,J26-00240,30,WC-INSP,,2026-01-06T01:58:45.451802+00:00,2026-01-06T04:51:03.340950+00:00,1.86,0.0,1.86,,B,Pack & label
L0000961,EMP0011,J26-00241,10,WC-PREP,,2026-01-05T04:09:03.757792+00:00,2026-01-05T06:06:07.361538+00:00,1.1,0.04,0.72,,B,Cut stock
L0000962,EMP0007,J26-00241,20,WC001,102 HAAS VF4,2026-01-05T10:28:14+00:00,2026-01-05T11:00:02+00:00,0.53,0.53,0.0,,A,Program load
L0000963,EMP0015,J26-00241,20,WC001,102 HAAS VF4,2026-01-05T11:00:02+00:00,2026-01-05T11:54:56+00:00,1.07,0.0,0.92,,C,Run production
L0000964,EMP0014,J26-00241,30,WC-INSP,,2026-01-05T21:58:40.708011+00:00,2026-01-05T23:48:44.729093+00:00,1.36,0.0,1.69,INSPECT,A,Pack & label
L0000965,EMP0007,J26-00242,10,WC-PREP,,2026-01-05T04:44:57.867373+00:00,2026-01-05T06:53:28.180014+00:00,1.74,0.18,1.39,,A,
L0000966,EMP0005,J26-00242,20,WC007,24 DOOSAN PUMA 3100L,2026-01-05T10:38:43+00:00,2026-01-05T11:00:55+00:00,0.37,0.37,0.0,,B,Setup & fixture
L0000967,EMP0002,J26-00242,20,WC007,24 DOOSAN PUMA 3100L,2026-01-05T11:00:55+00:00,2026-01-05T11:08:51+00:00,0.22,0.0,0.13,,B,Run production
L0000968,EMP0006,J26-00242,30,WC-INSP,,2026-01-05T11:58:03.794082+00:00,2026-01-05T12:12:10.727618+00:00,0.83,0.0,1.61,INSPECT,A,Pack & label
L0000969,EMP0006,J26-00243,10,WC-PREP,,2026-01-05T06:04:27.418315+00:00,2026-01-05T07:28:52.038800+00:00,1.93,0.18,0.71,,A,Deburr edges
L0000970,EMP0002,J26-00243,20,WC002,103 HAAS VF4,2026-01-05T10:11:52+00:00,2026-01-05T11:15:28+00:00,1.06,1.06,0.0,,B,Tool touch-off
L0000971,EMP0012,J26-00243,20,WC002,103 HAAS VF4,2026-01-05T11:15:28+00:00,2026-01-05T12:38:40+00:00,0.98,0.0,0.61,,A,Run production
L0000972,EMP0006,J26-00243,30,WC-INSP,,2026-01-05T12:44:17.249202+00:00,2026-01-05T14:52:49.582057+00:00,2.56,0.0,2.89,,A,Final inspect
L0000973,EMP0001,J26-00244,10,WC-PREP,,2026-01-05T06:00:22.115643+00:00,2026-01-05T07:10:23.123957+00:00,0.63,0.33,2.01,MATERIAL,C,
L0000974,EMP0005,J26-00244,20,WC007,24 DOOSAN PUMA 3100L,2026-01-05T10:02:23+00:00,2026-01-05T11:19:11+00:00,1.28,1.28,0.0,,B,Setup & fixture
L0000975,EMP0002,J26-00244,20,WC007,24 DOOSAN PUMA 3100L,2026-01-05T11:19:11+00:00,2026-01-05T12:30:30+00:00,1.11,0.0,1.05,,B,Run production
L0000976,EMP0007,J26-00244,30,WC-INSP,,2026-01-05T14:58:37.312549+00:00,2026-01-05T16:02:59.079778+00:00,1.54,0.0,2.75,INSPECT,A,Create CoC
L0000977,EMP0011,J26-00245,10,WC-PREP,,2026-01-05T08:48:50.455035+00:00,2026-01-05T11:14:33.917132+00:00,1.99,0.06,1.34,,B,
L0000978,EMP0001,J26-00245,20,WC010,66 DMU NLX 2500,2026-01-05T10:59:11+00:00,2026-01-05T11:36:59+00:00,0.63,0.63,0.0,,C,Tool touch-off
L0000979,EMP0003,J26-00245,20,WC010,66 DMU NLX 2500,2026-01-05T11:36:59+00:00,2026-01-05T11:56:54+00:00,0.24,0.0,0.17,,B,In-process check
L0000980,EMP0015,J26-00245,30,WC-INSP,,2026-01-05T21:25:39.765254+00:00,2026-01-05T21:48:27.256554+00:00,0.71,0.0,2.54,,C,Final inspect
L0000981,EMP0013,J26-00246,10,WC-PREP,,2026-01-05T09:04:18.758152+00:00,2026-01-05T09:26:11.630156+00:00,1.57,0.08,0.9,,A,Cut stock
L0000982,EMP0015,J26-00246,20,WC009,65 DMU NLX 2500,2026-01-05T10:07:36+00:00,2026-01-05T11:44:48+00:00,1.62,1.62,0.0,,C,Setup & fixture
L0000983,EMP0014,J26-00246,20,WC009,65 DMU NLX 2500,2026-01-05T11:44:48+00:00,2026-01-05T13:38:16+00:00,1.06,0.0,0.94,,A,Run production
L0000984,EMP0005,J26-00246,30,WC-INSP,,2026-01-05T15:10:41.178477+00:00,2026-01-05T16:26:50.174050+00:00,1.03,0.0,1.36,,B,Final inspect
L0000985,EMP0013,J26-00247,10,WC-PREP,,2026-01-05T07:25:08.180786+00:00,2026-01-05T09:13:53.462469+00:00,2.01,0.01,1.91,,A,
L0000986,EMP0010,J26-00247,20,WC004,21 DOOSAN PUMA700,2026-01-05T11:41:25+00:00,2026-01-05T12:05:25+00:00,0.4,0.4,0.0,,A,Setup & fixture
L0000987,EMP0007,J26-00247,20,WC004,21 DOOSAN PUMA700,2026-01-05T12:05:25+00:00,2026-01-05T13:08:50+00:00,1.23,0.0,0.92,,A,Run production
L0000988,EMP0006,J26-00247,30,WC-INSP,,2026-01-05T20:31:12.512403+00:00,2026-01-05T23:16:38.028247+00:00,1.08,0.0,0.76,INSPECT,A,Create CoC
L0000989,EMP0005,J26-00248,10,WC-PREP,,2026-01-05T10:36:54.211431+00:00,2026-01-05T11:36:33.737890+00:00,1.73,0.33,1.42,,B,
L0000990,EMP0011,J26-00248,20,WC001,102 HAAS VF4,2026-01-05T11:31:25+00:00,2026-01-05T12:06:49+00:00,0.59,0.59,0.0,,B,Setup & fixture
L0000991,EMP0001,J26-00248,20,WC001,102 HAAS VF4,2026-01-05T12:06:49+00:00,2026-01-05T14:04:04+00:00,2.25,0.0,1.84,,C,In-process check
L0000992,EMP0002,J26-00248,30,WC-INSP,,2026-01-05T20:08:57.042084+00:00,2026-01-05T22:42:04.327753+00:00,2.83,0.0,0.91,,B,Final inspect
L0000993,EMP0011,J26-00249,10,WC-PREP,,2026-01-05T09:30:39.248679+00:00,2026-01-05T09:35:38.379858+00:00,1.06,0.04,1.57,,B,Cut stock
L0000994,EMP0014,J26-00249,20,WC010,66 DMU NLX 2500,2026-01-05T11:05:49+00:00,2026-01-05T12:07:01+00:00,1.02,1.02,0.0,,A,Program load
L0000995,EMP0007,J26-00249,20,WC010,66 DMU NLX 2500,2026-01-05T12:07:01+00:00,2026-01-05T13:20:27+00:00,0.87,0.0,0.56,,A,Run production
L0000996,EMP0015,J26-00249,30,WC-INSP,,2026-01-05T15:08:02.458173+00:00,2026-01-05T16:57:30.635981+00:00,1.08,0.0,2.09,,C,Pack & label
L0000997,EMP0009,J26-00250,10,WC-PREP,,2026-01-05T06:54:07.031657+00:00,2026-01-05T08:57:58.879287+00:00,1.02,0.2,1.23,,A,Cut stock
L0000998,EMP0011,J26-00250,20,WC002,103 HAAS VF4,2026-01-05T12:43:31+00:00,2026-01-05T13:05:07+00:00,0.36,0.36,0.0,,B,Setup & fixture
L0000999,EMP0005,J26-00250,20,WC002,103 HAAS VF4,2026-01-05T13:05:07+00:00,2026-01-05T15:26:31+00:00,1.61,0.0,1.41,,B,Run production
L0001000,EMP0007,J26-00250,30,WC-INSP,,2026-01-05T17:21:57.888617+00:00,2026-01-05T17:48:19.393976+00:00,2.39,0.0,2.46,,A,Pack & label
L0001001,EMP0010,J26-00251,10,WC-PREP,,2026-01-05T08:38:16.209497+00:00,2026-01-05T09:50:43.459352+00:00,2.06,0.16,1.79,,A,Cut stock
L0001002,EMP0003,J26-00251,20,WC007,24 DOOSAN PUMA 3100L,2026-01-05T12:41:33+00:00,2026-01-05T13:14:33+00:00,0.55,0.55,0.0,,B,Tool touch-off
L0001003,EMP0002,J26-00251,20,WC007,24 DOOSAN PUMA 3100L,2026-01-05T13:14:33+00:00,2026-01-05T14:40:37+00:00,1.78,0.0,1.18,,B,Run production
L0001004,EMP0014,J26-00251,30,WC-INSP,,2026-01-06T01:39:10.532641+00:00,2026-01-06T03:27:47.667316+00:00,1.41,0.0,0.75,,A,Pack & label
L0001005,EMP0009,J26-00252,10,WC-PREP,,2026-01-05T09:08:51.196288+00:00,2026-01-05T10:56:09.115027+00:00,2.2,0.1,1.2,MATERIAL,A,Cut stock
L0001006,EMP0004,J26-00252,20,WC006,23 DOOSAN PUMA 700,2026-01-05T12:52:08+00:00,2026-01-05T13:16:08+00:00,0.4,0.4,0.0,,B,Tool touch-off
L0001007,EMP0015,J26-00252,20,WC006,23 DOOSAN PUMA 700,2026-01-05T13:16:08+00:00,2026-01-05T13:23:53+00:00,0.27,0.0,0.1,,C,In-process check
L0001008,EMP0003,J26-00252,30,WC-INSP,,2026-01-05T17:57:29.318135+00:00,2026-01-05T20:34:31.417565+00:00,0.91,0.0,2.97,,B,Pack & label
L0001009,EMP0012,J26-00253,10,WC-PREP,,2026-01-05T10:42:56.250353+00:00,2026-01-05T11:16:04.691209+00:00,0.99,0.13,1.61,,A,
L0001010,EMP0015,J26-00253,20,WC008,41 DMU NLX2500,2026-01-05T12:34:11+00:00,2026-01-05T13:25:11+00:00,0.85,0.85,0.0,,C,Setup & fixture
L0001011,EMP0014,J26-00253,20,WC008,41 DMU NLX2500,2026-01-05T13:25:11+00:00,2026-01-05T13:55:38+00:00,0.67,0.0,0.49,,A,Run production
L0001012,EMP0014,J26-00253,30,WC-INSP,,2026-01-05T20:39:01.667266+00:00,2026-01-05T21:05:15.202911+00:00,2.79,0.0,2.32,,A,Pack & label
L0001013,EMP0011,J26-00254,10,WC-PREP,,2026-01-05T11:58:17.556451+00:00,2026-01-05T13:40:19.785388+00:00,1.92,0.25,0.93,,B,
L0001014,EMP0009,J26-00254,20,WC010,66 DMU NLX 2500,2026-01-05T12:48:14+00:00,2026-01-05T13:30:50+00:00,0.71,0.71,0.0,,A,Tool touch-off
L0001015,EMP0014,J26-00254,20,WC010,66 DMU NLX 2500,2026-01-05T13:30:50+00:00,2026-01-05T13:42:01+00:00,0.19,0.0,0.14,,A,Run production
L0001016,EMP0001,J26-00254,30,WC-INSP,,2026-01-05T16:48:19.071073+00:00,2026-01-05T17:52:16.745155+00:00,1.35,0.0,2.17,,C,Final inspect
L0001017,EMP0015,J26-00255,10,WC-PREP,,2026-01-05T08:34:18.775204+00:00,2026-01-05T10:05:57.377039+00:00,2.4,0.13,0.84,,C,Cut stock
L0001018,EMP0005,J26-00255,20,WC006,23 DOOSAN PUMA 700,2026-01-05T13:09:39+00:00,2026-01-05T13:37:51+00:00,0.47,0.47,0.0,,B,Setup & fixture
L0001019,EMP0015,J26-00255,20,WC006,23 DOOSAN PUMA 700,2026-01-05T13:37:51+00:00,2026-01-05T18:42:14+00:00,3.66,0.0,3.09,,C,Run production
L0001020,EMP0002,J26-00255,30,WC-INSP,,2026-01-06T06:39:14.529994+00:00,2026-01-06T07:21:14.897720+00:00,1.99,0.0,1.44,,B,Final inspect
L0001021,EMP0013,J26-00256,10,WC-PREP,,2026-01-05T11:32:15.630915+00:00,2026-01-05T12:11:12.280537+00:00,1.88,0.35,1.19,,A,Prep lot
L0001022,EMP0007,J26-00256,20,WC010,66 DMU NLX 2500,2026-01-05T13:02:02+00:00,2026-01-05T13:55:26+00:00,0.89,0.89,0.0,,A,Setup & fixture
L0001023,EMP0003,J26-00256,20,WC010,66 DMU NLX 2500,2026-01-05T13:55:26+00:00,2026-01-05T14:17:21+00:00,0.58,0.0,0.19,,B,In-process check
L0001024,EMP0006,J26-00256,30,WC-INSP,,2026-01-05T18:18:00.443364+00:00,2026-01-05T21:11:15.665106+00:00,1.78,0.0,0.85,INSPECT,A,Pack & label
L0001025,EMP0006,J26-00257,10,WC-PREP,,2026-01-05T11:23:01.888721+00:00,2026-01-05T12:22:27.383794+00:00,1.56,0.38,1.69,,A,Cut stock
L0001026,EMP0009,J26-00257,20,WC008,41 DMU NLX2500,2026-01-05T13:38:29+00:00,2026-01-05T14:20:29+00:00,0.7,0.7,0.0,,A,Program load
L0001027,EMP0014,J26-00257,20,WC008,41 DMU NLX2500,2026-01-05T14:20:29+00:00,2026-01-05T17:19:41+00:00,2.72,0.0,2.53,,A,In-process check
L0001028,EMP0009,J26-00257,30,WC-INSP,,2026-01-06T00:18:42.860905+00:00,2026-01-06T02:23:11.118544+00:00,1.38,0.0,0.33,,A,Final inspect
L0001029,EMP0013,J26-00258,10,WC-PREP,,2026-01-05T12:52:40.199029+00:00,2026-01-05T14:55:36.170158+00:00,0.96,0.02,0.98,,A,Cut stock
L0001030,EMP0005,J26-00258,20,WC003,104 DOOSAN DNM6700,2026-01-05T13:22:52+00:00,2026-01-05T14:22:52+00:00,1.0,1.0,0.0,,B,Tool touch-off
L0001031,EMP0012,J26-00258,20,WC003,104 DOOSAN DNM6700,2026-01-05T14:22:52+00:00,2026-01-05T15:54:35+00:00,1.36,0.0,1.18,,A,Run production
L0001032,EMP0003,J26-00258,30,WC-INSP,,2026-01-05T19:25:03.635084+00:00,2026-01-05T20:47:44.897978+00:00,2.8,0.0,2.5,,B,Create CoC
L0001033,EMP0005,J26-00259,10,WC-PREP,,2026-01-05T08:35:02.002171+00:00,2026-01-05T09:52:05.262502+00:00,1.93,0.07,2.13,,B,Deburr edges
L0001034,EMP0007,J26-00259,20,WC009,65 DMU NLX 2500,2026-01-05T13:45:58+00:00,2026-01-05T14:23:46+00:00,0.63,0.63,0.0,,A,Tool touch-off
L0001035,EMP0015,J26-00259,20,WC009,65 DMU NLX 2500,2026-01-05T14:23:46+00:00,2026-01-05T15:14:59+00:00,0.71,0.0,0.44,,C,Adjust offsets
L0001036,EMP0007,J26-00259,30,WC-INSP,,2026-01-06T02:37:17.551413+00:00,2026-01-06T03:51:13.819845+00:00,1.87,0.0,2.64,INSPECT,A,Pack & label
L0001037,EMP0009,J26-00260,10,WC-PREP,,2026-01-05T12:31:52.623580+00:00,2026-01-05T14:02:50.047582+00:00,1.04,0.23,1.27,,A,
L0001038,EMP0006,J26-00260,20,WC010,66 DMU NLX 2500,2026-01-05T13:43:51+00:00,2026-01-05T14:28:51+00:00,0.75,0.75,0.0,,A,Tool touch-off
L0001039,EMP0001,J26-00260,20,WC010,66 DMU NLX 2500,2026-01-05T14:28:51+00:00,2026-01-05T16:58:39+00:00,1.49,0.0,0.9,,C,Run production
L0001040,EMP0005,J26-00260,30,WC-INSP,,2026-01-05T18:46:48.283484+00:00,2026-01-05T20:49:28.224773+00:00,2.39,0.0,0.54,,B,Pack & label
L0001041,EMP0011,J26-00261,10,WC-PREP,,2026-01-05T13:17:51.633773+00:00,2026-01-05T14:02:00.251014+00:00,1.74,0.15,2.05,MOVE,B,
L0001042,EMP0010,J26-00261,20,WC001,102 HAAS VF4,2026-01-05T14:14:04+00:00,2026-01-05T14:36:52+00:00,0.38,0.38,0.0,,A,Setup & fixture
L0001043,EMP0003,J26-00261,20,WC001,102 HAAS VF4,2026-01-05T14:36:52+00:00,2026-01-05T15:31:47+00:00,1.25,0.0,0.92,,B,Run production
L0001044,EMP0009,J26-00261,30,WC-INSP,,2026-01-06T03:30:05.494618+00:00,2026-01-06T04:09:39.768169+00:00,1.48,0.0,1.87,,A,Final inspect
L0001045,EMP0002,J26-00262,10,WC-PREP,,2026-01-05T13:46:39.629702+00:00,2026-01-05T15:40:08.137052+00:00,1.14,0.17,0.73,,B,
L0001046,EMP0010,J26-00262,20,WC005,22 DMU NLX 2500 old,2026-01-05T13:59:57+00:00,2026-01-05T14:37:09+00:00,0.62,0.62,0.0,,A,Tool touch-off
L0001047,EMP0009,J26-00262,20,WC005,22 DMU NLX 2500 old,2026-01-05T14:37:09+00:00,2026-01-05T15:12:36+00:00,0.68,0.0,0.48,,A,In-process check
L0001048,EMP0008,J26-00262,30,WC-INSP,,2026-01-05T19:17:59.284415+00:00,2026-01-05T22:10:22.318714+00:00,2.2,0.0,1.11,INSPECT,A,Final inspect
L0001049,EMP0006,J26-00263,10,WC-PREP,,2026-01-05T13:47:23.452084+00:00,2026-01-05T15:20:34.236054+00:00,0.93,0.0,1.41,,A,Deburr edges
L0001050,EMP0003,J26-00263,20,WC007,24 DOOSAN PUMA 3100L,2026-01-05T14:19:31+00:00,2026-01-05T14:56:43+00:00,0.62,0.62,0.0,,B,Tool touch-off
L0001051,EMP0005,J26-00263,20,WC007,24 DOOSAN PUMA 3100L,2026-01-05T14:56:43+00:00,2026-01-05T16:17:43+00:00,1.74,0.0,1.18,,B,In-process check
L0001052,EMP0005,J26-00263,30,WC-INSP,,2026-01-06T03:48:07.678929+00:00,2026-01-06T06:20:50.311295+00:00,2.57,0.0,0.7,INSPECT,B,Pack & label
