JobNum,OperSeq,WorkCenterID,OperationDesc,StdSetupHrs,StdRunHrsPerUnit,PlannedStart,PlannedEnd,ActualStart,ActualEnd,Machine,QtyComplete,QtyScrap,SetupHrs,RunHrs,MoveHrs,QueueHrs,Status,SMKO_ClusterID
J26-00238,10,WC-PREP,Material Prep / Cut,0.13,0.0029,2026-01-05T09:20:49.379404+00:00,2026-01-05T10:52:15.713498+00:00,2026-01-05T09:26:33.221100+00:00,2026-01-05T11:46:31.470099+00:00,,10,0,0.32,0.52,0.28,1.23,Complete,
J26-00238,20,WC009,CNC Machining,0.85,0.0525,2026-01-05T10:20:49.379404+00:00,2026-01-05T11:36:15.231512+00:00,2026-01-05T10:33:54+00:00,2026-01-05T11:25:03+00:00,65 DMU NLX 2500,10,0,1.37,0.54,0.09,5.25,Complete,1003
J26-00238,30,WC-INSP,Inspection & Pack,0.0,0.0028,2026-01-05T11:36:15.231512+00:00,2026-01-05T16:11:56.503537+00:00,2026-01-05T14:34:43.727206+00:00,2026-01-05T15:21:13.553190+00:00,,10,0,0.0,1.19,0.14,2.03,Complete,
J26-00239,10,WC-PREP,Material Prep / Cut,0.18,0.0046,2026-01-05T05:04:51.986122+00:00,2026-01-05T05:39:10.823832+00:00,2026-01-05T05:34:07.973135+00:00,2026-01-05T06:24:36.004966+00:00,,35,0,0.2,1.84,0.13,0.19,Complete,
J26-00239,20,WC008,CNC Machining,0.51,0.0572,2026-01-05T06:04:51.986122+00:00,2026-01-05T08:07:54.354500+00:00,2026-01-05T10:34:45+00:00,2026-01-05T13:14:24+00:00,41 DMU NLX2500,35,1,1.04,2.04,0.32,3.47,Complete,848
J26-00239,30,WC-INSP,Inspection & Pack,0.0,0.004,2026-01-05T08:07:54.354500+00:00,2026-01-05T10:07:22.939551+00:00,2026-01-05T21:00:06.004527+00:00,2026-01-05T23:48:26.069760+00:00,,35,1,0.0,2.79,0.06,1.39,Complete,
J26-00240,10,WC-PREP,Material Prep / Cut,0.37,0.0024,2026-01-05T06:08:06.867961+00:00,2026-01-05T07:00:47.030387+00:00,2026-01-05T06:23:52.379356+00:00,2026-01-05T07:07:54.251358+00:00,,58,0,0.05,1.12,0.21,0.43,Complete,
J26-00240,20,WC005,CNC Machining,1.18,0.0394,2026-01-05T07:08:06.867961+00:00,2026-01-05T10:12:22.900526+00:00,2026-01-05T10:58:48+00:00,2026-01-05T14:21:38+00:00,22 DMU NLX 2500 old,58,1,0.83,2.55,0.34,2.63,Complete,406
J26-00240,30,WC-INSP,Inspection & Pack,0.0,0.0064,2026-01-05T10:12:22.900526+00:00,2026-01-05T14:54:07.869564+00:00,2026-01-06T01:58:45.451802+00:00,2026-01-06T04:51:03.340950+00:00,,58,0,0.0,2.89,0.05,1.04,Complete,
J26-00241,10,WC-PREP,Material Prep / Cut,0.16,0.0056,2026-01-05T04:09:01.295420+00:00,2026-01-05T05:46:01.543424+00:00,2026-01-05T04:16:03.154528+00:00,2026-01-05T06:43:28.641444+00:00,,25,0,0.29,1.61,0.13,1.38,Complete,
J26-00241,20,WC001,CNC Machining,1.61,0.0353,2026-01-05T05:09:01.295420+00:00,2026-01-05T06:56:28.292321+00:00,2026-01-05T11:00:02+00:00,2026-01-05T11:54:56+00:00,102 HAAS VF4,25,0,0.53,0.92,0.21,4.7,Complete,22
J26-00241,30,WC-INSP,Inspection & Pack,0.0,0.0038,2026-01-05T06:56:28.292321+00:00,2026-01-05T11:42:01.631548+00:00,2026-01-05T21:58:40.708011+00:00,2026-01-05T23:48:44.729093+00:00,,25,0,0.0,2.61,0.12,1.13,Complete,
J26-00242,10,WC-PREP,Material Prep / Cut,0.28,0.0045,2026-01-05T04:15:12.991377+00:00,2026-01-05T06:09:13.496850+00:00,2026-01-05T04:35:27.126974+00:00,2026-01-05T06:57:33.962090+00:00,,4,0,0.12,1.59,0.09,1.19,Complete,
J26-00242,20,WC007,CNC Machining,0.9,0.0278,2026-01-05T05:15:12.991377+00:00,2026-01-05T06:02:25.035937+00:00,2026-01-05T11:00:55+00:00,2026-01-05T11:08:51+00:00,24 DOOSAN PUMA 3100L,4,0,0.37,0.13,0.05,4.58,Complete,728
J26-00242,30,WC-INSP,Inspection & Pack,0.0,0.0073,2026-01-05T06:02:25.035937+00:00,2026-01-05T09:09:22.731251+00:00,2026-01-05T11:58:03.794082+00:00,2026-01-05T12:12:10.727618+00:00,,4,0,0.0,0.9,0.12,1.53,Complete,
J26-00243,10,WC-PREP,Material Prep / Cut,0.33,0.0023,2026-01-05T05:57:11.658716+00:00,2026-01-05T07:09:12.738516+00:00,2026-01-05T06:39:18.786108+00:00,2026-01-05T07:14:54.972960+00:00,,8,0,0.05,1.97,0.15,0.12,Complete,
J26-00243,20,WC002,CNC Machining,0.63,0.065,2026-01-05T06:57:11.658716+00:00,2026-01-05T07:56:50.171819+00:00,2026-01-05T11:15:28+00:00,2026-01-05T12:38:40+00:00,103 HAAS VF4,8,0,1.06,0.61,0.09,2.25,Complete,142
J26-00243,30,WC-INSP,Inspection & Pack,0.0,0.0033,2026-01-05T07:56:50.171819+00:00,2026-01-05T11:01:09.912247+00:00,2026-01-05T12:44:17.249202+00:00,2026-01-05T14:52:49.582057+00:00,,8,1,0.0,1.1,0.2,1.9,Complete,
J26-00244,10,WC-PREP,Material Prep / Cut,0.21,0.0091,2026-01-05T05:47:40.949435+00:00,2026-01-05T06:40:15.525942+00:00,2026-01-05T06:05:52.275610+00:00,2026-01-05T07:17:44.564209+00:00,,21,1,0.08,2.17,0.21,0.74,Complete,
J26-00244,20,WC007,CNC Machining,1.71,0.0494,2026-01-05T06:47:40.949435+00:00,2026-01-05T08:56:45.232330+00:00,2026-01-05T11:19:11+00:00,2026-01-05T12:30:30+00:00,24 DOOSAN PUMA 3100L,21,1,1.28,1.05,0.17,5.73,Complete,729
J26-00244,30,WC-INSP,Inspection & Pack,0.0,0.0032,2026-01-05T08:56:45.232330+00:00,2026-01-05T10:44:47.134953+00:00,2026-01-05T14:58:37.312549+00:00,2026-01-05T16:02:59.079778+00:00,,21,0,0.0,3.17,0.18,0.98,Complete,
J26-00245,10,WC-PREP,Material Prep / Cut,0.2,0.0028,2026-01-05T08:42:29.623983+00:00,2026-01-05T10:38:03.795226+00:00,2026-01-05T08:50:58.160541+00:00,2026-01-05T11:08:05.576848+00:00,,3,0,0.06,1.55,0.1,0.51,Complete,
J26-00245,20,WC010,CNC Machining,0.31,0.0525,2026-01-05T09:42:29.623983+00:00,2026-01-05T09:40:58.959209+00:00,2026-01-05T11:36:59+00:00,2026-01-05T11:56:54+00:00,66 DMU NLX 2500,3,0,0.63,0.17,0.32,0.94,Complete,1144
J26-00245,30,WC-INSP,Inspection & Pack,0.0,0.0024,2026-01-05T09:40:58.959209+00:00,2026-01-05T13:08:08.584584+00:00,2026-01-05T21:25:39.765254+00:00,2026-01-05T21:48:27.256554+00:00,,3,0,0.0,0.96,0.07,1.61,Complete,
J26-00246,10,WC-PREP,Material Prep / Cut,0.18,0.0064,2026-01-05T08:45:11.030569+00:00,2026-01-05T09:12:31.225488+00:00,2026-01-05T09:05:30.708548+00:00,2026-01-05T09:13:28.013291+00:00,,64,1,0.35,1.6,0.16,1.44,Complete,
J26-00246,20,WC009,CNC Machining,0.79,0.015,2026-01-05T09:45:11.030569+00:00,2026-01-05T11:19:52.651486+00:00,2026-01-05T11:44:48+00:00,2026-01-05T13:38:16+00:00,65 DMU NLX 2500,64,0,1.62,0.94,0.05,4.43,Complete,1004
J26-00246,30,WC-INSP,Inspection & Pack,0.0,0.0051,2026-01-05T11:19:52.651486+00:00,2026-01-05T15:08:53.472072+00:00,2026-01-05T15:10:41.178477+00:00,2026-01-05T16:26:50.174050+00:00,,64,0,0.0,0.98,0.11,1.6,Complete,
J26-00247,10,WC-PREP,Material Prep / Cut,0.18,0.0072,2026-01-05T07:15:53.070520+00:00,2026-01-05T08:34:25.944295+00:00,2026-01-05T08:00:15.194769+00:00,2026-01-05T08:37:22.537156+00:00,,21,1,0.22,0.78,0.29,0.73,Complete,
J26-00247,20,WC004,CNC Machining,1.3,0.0358,2026-01-05T08:15:53.070520+00:00,2026-01-05T10:03:19.514050+00:00,2026-01-05T12:05:25+00:00,2026-01-05T13:08:50+00:00,21 DOOSAN PUMA700,21,1,0.4,0.92,0.1,5.0,Complete,302
J26-00247,30,WC-INSP,Inspection & Pack,0.0,0.0026,2026-01-05T10:03:19.514050+00:00,2026-01-05T11:06:01.958946+00:00,2026-01-05T20:31:12.512403+00:00,2026-01-05T23:16:38.028247+00:00,,21,0,0.0,1.72,0.2,2.08,Complete,
J26-00248,10,WC-PREP,Material Prep / Cut,0.22,0.0054,2026-01-05T10:09:24.284123+00:00,2026-01-05T11:23:06.086092+00:00,2026-01-05T10:11:59.359147+00:00,2026-01-05T11:50:23.762614+00:00,,46,0,0.16,1.03,0.0,0.69,Complete,
J26-00248,20,WC001,CNC Machining,0.55,0.0394,2026-01-05T11:09:24.284123+00:00,2026-01-05T13:07:21.637108+00:00,2026-01-05T12:06:49+00:00,2026-01-05T14:04:04+00:00,102 HAAS VF4,46,1,0.59,1.84,0.01,3.42,Complete,23
J26-00248,30,WC-INSP,Inspection & Pack,0.0,0.0051,2026-01-05T13:07:21.637108+00:00,2026-01-05T15:04:41.160264+00:00,2026-01-05T20:08:57.042084+00:00,2026-01-05T22:42:04.327753+00:00,,46,0,0.0,2.3,0.02,1.86,Complete,
J26-00249,10,WC-PREP,Material Prep / Cut,0.35,0.0072,2026-01-05T09:02:16.728743+00:00,2026-01-05T09:25:50.511466+00:00,2026-01-05T09:20:27.583021+00:00,2026-01-05T09:26:48.721810+00:00,,11,0,0.01,0.3,0.18,0.28,Complete,
J26-00249,20,WC010,CNC Machining,0.63,0.0436,2026-01-05T10:02:16.728743+00:00,2026-01-05T10:32:24.966495+00:00,2026-01-05T12:07:01+00:00,2026-01-05T13:20:27+00:00,66 DMU NLX 2500,11,0,1.02,0.56,0.02,1.88,Complete,1145
J26-00249,30,WC-INSP,Inspection & Pack,0.0,0.0056,2026-01-05T10:32:24.966495+00:00,2026-01-05T14:17:07.367323+00:00,2026-01-05T15:08:02.458173+00:00,2026-01-05T16:57:30.635981+00:00,,11,0,0.0,0.47,0.02,1.28,Complete,
J26-00250,10,WC-PREP,Material Prep / Cut,0.14,0.0073,2026-01-05T06:38:06.245761+00:00,2026-01-05T08:27:58.020161+00:00,2026-01-05T07:02:44.848520+00:00,2026-01-05T08:57:38.709546+00:00,,21,0,0.2,0.61,0.11,0.15,Complete,
J26-00250,20,WC002,CNC Machining,1.14,0.0639,2026-01-05T07:38:06.245761+00:00,2026-01-05T09:42:32.987794+00:00,2026-01-05T13:05:07+00:00,2026-01-05T15:26:31+00:00,103 HAAS VF4,21,1,0.36,1.41,0.23,0.57,Complete,144
J26-00250,30,WC-INSP,Inspection & Pack,0.0,0.0037,2026-01-05T09:42:32.987794+00:00,2026-01-05T13:59:52.714756+00:00,2026-01-05T17:21:57.888617+00:00,2026-01-05T17:48:19.393976+00:00,,21,0,0.0,0.42,0.13,2.05,Complete,
J26-00251,10,WC-PREP,Material Prep / Cut,0.37,0.0072,2026-01-05T08:31:48.614547+00:00,2026-01-05T09:18:14.303502+00:00,2026-01-05T08:35:29.215238+00:00,2026-01-05T09:26:21.666448+00:00,,52,0,0.25,1.7,0.26,1.41,Complete,
J26-00251,20,WC007,CNC Machining,0.82,0.0217,2026-01-05T09:31:48.614547+00:00,2026-01-05T11:02:21.676264+00:00,2026-01-05T13:14:33+00:00,2026-01-05T14:40:37+00:00,24 DOOSAN PUMA 3100L,52,1,0.55,1.18,0.1,2.15,Complete,730
J26-00251,30,WC-INSP,Inspection & Pack,0.0,0.0062,2026-01-05T11:02:21.676264+00:00,2026-01-05T13:44:41.607889+00:00,2026-01-06T01:39:10.532641+00:00,2026-01-06T03:27:47.667316+00:00,,52,0,0.0,0.39,0.11,2.16,Complete,
J26-00252,10,WC-PREP,Material Prep / Cut,0.36,0.0055,2026-01-05T09:05:00.697039+00:00,2026-01-05T10:36:20.145165+00:00,2026-01-05T09:29:06.225619+00:00,2026-01-05T11:32:14.563941+00:00,,8,0,0.34,0.6,0.15,0.33,Complete,
J26-00252,20,WC006,CNC Machining,0.66,0.0131,2026-01-05T10:05:00.697039+00:00,2026-01-05T10:08:49.135869+00:00,2026-01-05T13:16:08+00:00,2026-01-05T13:23:53+00:00,23 DOOSAN PUMA 700,8,0,0.4,0.1,0.24,3.35,Complete,528
J26-00252,30,WC-INSP,Inspection & Pack,0.0,0.0056,2026-01-05T10:08:49.135869+00:00,2026-01-05T13:53:32.658893+00:00,2026-01-05T17:57:29.318135+00:00,2026-01-05T20:34:31.417565+00:00,,8,0,0.0,2.85,0.03,0.67,Complete,
J26-00253,10,WC-PREP,Material Prep / Cut,0.34,0.0057,2026-01-05T10:25:50.776222+00:00,2026-01-05T11:02:18.331374+00:00,2026-01-05T10:40:37.111415+00:00,2026-01-05T11:11:47.992720+00:00,,7,0,0.26,1.35,0.04,0.17,Complete,
J26-00253,20,WC008,CNC Machining,0.82,0.0581,2026-01-05T11:25:50.776222+00:00,2026-01-05T12:16:25.740316+00:00,2026-01-05T13:25:11+00:00,2026-01-05T13:55:38+00:00,41 DMU NLX2500,7,0,0.85,0.49,0.28,0.35,Complete,849
J26-00253,30,WC-INSP,Inspection & Pack,0.0,0.0073,2026-01-05T12:16:25.740316+00:00,2026-01-05T16:51:21.042507+00:00,2026-01-05T20:39:01.667266+00:00,2026-01-05T21:05:15.202911+00:00,,7,0,0.0,2.98,0.16,2.49,Complete,
J26-00254,10,WC-PREP,Material Prep / Cut,0.3,0.0074,2026-01-05T11:52:29.016285+00:00,2026-01-05T13:31:24.090905+00:00,2026-01-05T12:22:30.893138+00:00,2026-01-05T14:02:14.644948+00:00,,6,0,0.29,0.87,0.16,0.65,Complete,
J26-00254,20,WC010,CNC Machining,0.6,0.0219,2026-01-05T12:52:29.016285+00:00,2026-01-05T13:14:59.054537+00:00,2026-01-05T13:30:50+00:00,2026-01-05T13:42:01+00:00,66 DMU NLX 2500,6,0,0.71,0.14,0.11,5.85,Complete,1146
J26-00254,30,WC-INSP,Inspection & Pack,0.0,0.0021,2026-01-05T13:14:59.054537+00:00,2026-01-05T17:27:11.340667+00:00,2026-01-05T16:48:19.071073+00:00,2026-01-05T17:52:16.745155+00:00,,6,0,0.0,2.04,0.16,1.03,Complete,
J26-00255,10,WC-PREP,Material Prep / Cut,0.24,0.008,2026-01-05T08:25:34.184854+00:00,2026-01-05T09:27:30.101484+00:00,2026-01-05T08:59:59.870005+00:00,2026-01-05T09:37:00.902970+00:00,,233,0,0.36,0.51,0.14,1.13,Complete,
J26-00255,20,WC006,CNC Machining,0.46,0.0131,2026-01-05T09:25:34.184854+00:00,2026-01-05T13:07:12.106569+00:00,2026-01-05T13:37:51+00:00,2026-01-05T18:42:14+00:00,23 DOOSAN PUMA 700,233,5,0.47,3.09,0.16,3.04,Complete,529
J26-00255,30,WC-INSP,Inspection & Pack,0.0,0.0079,2026-01-05T13:07:12.106569+00:00,2026-01-05T15:18:45.733074+00:00,2026-01-06T06:39:14.529994+00:00,2026-01-06T07:21:14.897720+00:00,,233,0,0.0,1.44,0.12,0.64,Complete,
J26-00256,10,WC-PREP,Material Prep / Cut,0.25,0.0038,2026-01-05T11:14:42.745902+00:00,2026-01-05T11:41:16.229458+00:00,2026-01-05T11:33:11.844044+00:00,2026-01-05T12:33:52.882252+00:00,,6,0,0.13,0.69,0.24,0.94,Complete,
J26-00256,20,WC010,CNC Machining,1.04,0.0272,2026-01-05T12:14:42.745902+00:00,2026-01-05T13:11:58.253221+00:00,2026-01-05T13:55:26+00:00,2026-01-05T14:17:21+00:00,66 DMU NLX 2500,6,0,0.89,0.19,0.19,1.3,Complete,1147
J26-00256,30,WC-INSP,Inspection & Pack,0.0,0.0046,2026-01-05T13:11:58.253221+00:00,2026-01-05T15:30:09.581577+00:00,2026-01-05T18:18:00.443364+00:00,2026-01-05T21:11:15.665106+00:00,,6,0,0.0,2.54,0.07,0.54,Complete,
J26-00257,10,WC-PREP,Material Prep / Cut,0.23,0.0054,2026-01-05T10:57:51.965892+00:00,2026-01-05T12:05:32.500089+00:00,2026-01-05T11:37:06.032119+00:00,2026-01-05T12:29:15.312432+00:00,,54,0,0.14,0.67,0.26,0.22,Complete,
J26-00257,20,WC008,CNC Machining,0.33,0.045,2026-01-05T11:57:51.965892+00:00,2026-01-05T14:07:55.298204+00:00,2026-01-05T14:20:29+00:00,2026-01-05T17:19:41+00:00,41 DMU NLX2500,54,1,0.7,2.53,0.36,4.74,Complete,850
J26-00257,30,WC-INSP,Inspection & Pack,0.0,0.0033,2026-01-05T14:07:55.298204+00:00,2026-01-05T17:12:57.801756+00:00,2026-01-06T00:18:42.860905+00:00,2026-01-06T02:23:11.118544+00:00,,54,0,0.0,1.41,0.15,0.73,Complete,
J26-00258,10,WC-PREP,Material Prep / Cut,0.11,0.008,2026-01-05T12:51:50.465469+00:00,2026-01-05T14:18:31.800767+00:00,2026-01-05T13:03:46.890151+00:00,2026-01-05T14:37:07.879413+00:00,,18,0,0.09,1.98,0.03,0.67,Complete,
J26-00258,20,WC003,CNC Machining,1.09,0.0603,2026-01-05T13:51:50.465469+00:00,2026-01-05T15:35:02.949321+00:00,2026-01-05T14:22:52+00:00,2026-01-05T15:54:35+00:00,104 DOOSAN DNM6700,18,1,1.0,1.18,0.34,3.7,Complete,214
J26-00258,30,WC-INSP,Inspection & Pack,0.0,0.0059,2026-01-05T15:35:02.949321+00:00,2026-01-05T20:27:49.773363+00:00,2026-01-05T19:25:03.635084+00:00,2026-01-05T20:47:44.897978+00:00,,18,0,0.0,1.23,0.2,0.01,Complete,
J26-00259,10,WC-PREP,Material Prep / Cut,0.11,0.0093,2026-01-05T08:18:04.032125+00:00,2026-01-05T09:23:24.539471+00:00,2026-01-05T08:41:23.732496+00:00,2026-01-05T09:27:54.337917+00:00,,11,0,0.15,2.09,0.21,1.3,Complete,
J26-00259,20,WC009,CNC Machining,0.47,0.0386,2026-01-05T09:18:04.032125+00:00,2026-01-05T09:25:11.054218+00:00,2026-01-05T14:23:46+00:00,2026-01-05T15:14:59+00:00,65 DMU NLX 2500,11,0,0.63,0.44,0.39,0.1,Complete,1005
J26-00259,30,WC-INSP,Inspection & Pack,0.0,0.0011,2026-01-05T09:25:11.054218+00:00,2026-01-05T13:01:15.401372+00:00,2026-01-06T02:37:17.551413+00:00,2026-01-06T03:51:13.819845+00:00,,11,1,0.0,3.1,0.03,0.54,Complete,
J26-00260,10,WC-PREP,Material Prep / Cut,0.21,0.0078,2026-01-05T12:10:43.587517+00:00,2026-01-05T13:45:30.680195+00:00,2026-01-05T12:31:14.976328+00:00,2026-01-05T14:18:20.765947+00:00,,69,0,0.39,1.0,0.06,1.37,Complete,
J26-00260,20,WC010,CNC Machining,0.52,0.0125,2026-01-05T13:10:43.587517+00:00,2026-01-05T13:51:25.579681+00:00,2026-01-05T14:28:51+00:00,2026-01-05T16:58:39+00:00,66 DMU NLX 2500,69,0,0.75,0.9,0.07,5.01,Complete,1148
J26-00260,30,WC-INSP,Inspection & Pack,0.0,0.0021,2026-01-05T13:51:25.579681+00:00,2026-01-05T18:30:39.569953+00:00,2026-01-05T18:46:48.283484+00:00,2026-01-05T20:49:28.224773+00:00,,69,0,0.0,1.19,0.03,1.11,Complete,
J26-00261,10,WC-PREP,Material Prep / Cut,0.25,0.0076,2026-01-05T12:54:37.964750+00:00,2026-01-05T13:29:56.290567+00:00,2026-01-05T13:04:51.381134+00:00,2026-01-05T13:30:11.055789+00:00,,18,0,0.39,1.62,0.12,0.29,Complete,
J26-00261,20,WC001,CNC Machining,1.71,0.0447,2026-01-05T13:54:37.964750+00:00,2026-01-05T15:53:27.016504+00:00,2026-01-05T14:36:52+00:00,2026-01-05T15:31:47+00:00,102 HAAS VF4,18,0,0.38,0.92,0.04,5.44,Complete,24
J26-00261,30,WC-INSP,Inspection & Pack,0.0,0.0014,2026-01-05T15:53:27.016504+00:00,2026-01-05T17:52:28.660440+00:00,2026-01-06T03:30:05.494618+00:00,2026-01-06T04:09:39.768169+00:00,,18,0,0.0,0.81,0.06,0.6,Complete,
J26-00262,10,WC-PREP,Material Prep / Cut,0.21,0.0066,2026-01-05T13:18:55.403307+00:00,2026-01-05T15:03:23.684092+00:00,2026-01-05T13:20:08.773205+00:00,2026-01-05T15:19:11.281142+00:00,,8,0,0.27,0.97,0.24,0.35,Complete,
J26-00262,20,WC005,CNC Machining,1.25,0.0536,2026-01-05T14:18:55.403307+00:00,2026-01-05T15:08:30.772646+00:00,2026-01-05T14:37:09+00:00,2026-01-05T15:12:36+00:00,22 DMU NLX 2500 old,8,0,0.62,0.48,0.18,2.84,Complete,407
J26-00262,30,WC-INSP,Inspection & Pack,0.0,0.0059,2026-01-05T15:08:30.772646+00:00,2026-01-05T18:04:05.801878+00:00,2026-01-05T19:17:59.284415+00:00,2026-01-05T22:10:22.318714+00:00,,8,0,0.0,0.68,0.07,2.02,Complete,
J26-00263,10,WC-PREP,Material Prep / Cut,0.33,0.0054,2026-01-05T13:32:08.768932+00:00,2026-01-05T15:05:02.185170+00:00,2026-01-05T13:45:31.480550+00:00,2026-01-05T15:33:16.134520+00:00,,21,0,0.02,0.51,0.06,0.76,Complete,
J26-00263,20,WC007,CNC Machining,1.65,0.0522,2026-01-05T14:32:08.768932+00:00,2026-01-05T16:56:51.319823+00:00,2026-01-05T14:56:43+00:00,2026-01-05T16:17:43+00:00,24 DOOSAN PUMA 3100L,21,1,0.62,1.18,0.37,5.73,Complete,731
J26-00263,30,WC-INSP,Inspection & Pack,0.0,0.0035,2026-01-05T16:56:51.319823+00:00,2026-01-05T17:46:28.799181+00:00,2026-01-06T03:48:07.678929+00:00,2026-01-06T06:20:50.311295+00:00,,21,0,0.0,1.88,0.17,2.99,Complete,
J26-00264,10,WC-PREP,Material Prep / Cut,0.23,0.0039,2026-01-05T11:08:22.119429+00:00,2026-01-05T12:57:53.008710+00:00,2026-01-05T11:26:54.150786+00:00,2026-01-05T13:40:50.939614+00:00,,14,0,0.11,0.39,0.13,1.24,Complete,
J26-00264,20,WC005,CNC Machining,0.25,0.0231,2026-01-05T12:08:22.119429+00:00,2026-01-05T12:05:56.077160+00:00,2026-01-05T15:22:38+00:00,2026-01-05T15:44:52+00:00,22 DMU NLX 2500 old,14,0,1.03,0.37,0.01,4.05,Complete,408
J26-00264,30,WC-INSP,Inspection & Pack,0.0,0.0059,2026-01-05T12:05:56.077160+00:00,2026-01-05T16:59:12.727958+00:00,2026-01-06T02:56:15.821779+00:00,2026-01-06T03:48:04.054623+00:00,,14,1,0.0,0.9,0.02,0.44,Complete,
J26-00265,10,WC-PREP,Material Prep / Cut,0.23,0.0071,2026-01-05T12:09:37.181485+00:00,2026-01-05T14:08:14.111947+00:00,2026-01-05T12:53:14.485015+00:00,2026-01-05T14:16:29.612340+00:00,,26,0,0.34,2.07,0.18,0.22,Complete,
J26-00265,20,WC009,CNC Machining,1.39,0.0289,2026-01-05T13:09:37.181485+00:00,2026-01-05T14:53:53.138768+00:00,2026-01-05T15:26:19+00:00,2026-01-05T16:37:00+00:00,65 DMU NLX 2500,26,0,0.3,0.82,0.18,4.74,Complete,1006
J26-00265,30,WC-INSP,Inspection & Pack,0.0,0.0012,2026-01-05T14:53:53.138768+00:00,2026-01-05T17:56:23.629424+00:00,2026-01-06T02:14:32.637134+00:00,2026-01-06T04:27:26.760273+00:00,,26,0,0.0,1.53,0.19,2.47,Complete,
J26-00266,10,WC-PREP,Material Prep / Cut,0.3,0.0047,2026-01-05T10:21:20.071097+00:00,2026-01-05T11:37:06.382307+00:00,2026-01-05T10:47:02.881858+00:00,2026-01-05T12:03:56.949668+00:00,,20,0,0.02,1.24,0.09,0.49,Complete,
J26-00266,20,WC003,CNC Machining,0.43,0.0219,2026-01-05T11:21:20.071097+00:00,2026-01-05T11:50:55.674338+00:00,2026-01-05T16:06:27+00:00,2026-01-05T16:38:34+00:00,104 DOOSAN DNM6700,20,0,0.2,0.5,0.38,1.1,Complete,215
J26-00266,30,WC-INSP,Inspection & Pack,0.0,0.007,2026-01-05T11:50:55.674338+00:00,2026-01-05T14:13:25.729686+00:00,2026-01-05T20:22:39.794911+00:00,2026-01-05T22:00:19.512074+00:00,,20,0,0.0,2.77,0.06,1.18,Complete,
J26-00267,10,WC-PREP,Material Prep / Cut,0.3,0.0079,2026-01-05T08:08:14.995604+00:00,2026-01-05T09:57:37.560214+00:00,2026-01-05T08:08:22.035755+00:00,2026-01-05T10:35:19.222177+00:00,,14,0,0.21,1.79,0.17,1.29,Complete,
J26-00267,20,WC005,CNC Machining,0.26,0.0586,2026-01-05T09:08:14.995604+00:00,2026-01-05T10:06:30.040057+00:00,2026-01-05T16:07:09+00:00,2026-01-05T17:15:22+00:00,22 DMU NLX 2500 old,14,0,1.07,0.85,0.07,4.88,Complete,409
J26-00267,30,WC-INSP,Inspection & Pack,0.0,0.0047,2026-01-05T10:06:30.040057+00:00,2026-01-05T13:34:14.970228+00:00,2026-01-06T04:32:30.024013+00:00,2026-01-06T05:40:53.820967+00:00,,14,0,0.0,1.68,0.07,2.62,Complete,
J26-00268,10,WC-PREP,Material Prep / Cut,0.38,0.0057,2026-01-05T11:11:10.381570+00:00,2026-01-05T11:43:32.150166+00:00,2026-01-05T11:14:40.079397+00:00,2026-01-05T12:41:07.166783+00:00,,66,1,0.3,2.07,0.07,1.25,Complete,
J26-00268,20,WC001,CNC Machining,0.93,0.0125,2026-01-05T12:11:10.381570+00:00,2026-01-05T13:39:43.428079+00:00,2026-01-05T16:08:41+00:00,2026-01-05T17:03:58+00:00,102 HAAS VF4,66,2,0.56,0.92,0.28,5.22,Complete,25
J26-00268,30,WC-INSP,Inspection & Pack,0.0,0.0064,2026-01-05T13:39:43.428079+00:00,2026-01-05T15:20:35.220187+00:00,2026-01-06T02:37:44.579640+00:00,2026-01-06T03:47:57.249877+00:00,,66,0,0.0,0.52,0.19,0.87,Complete,
J26-00269,10,WC-PREP,Material Prep / Cut,0.28,0.0022,2026-01-05T11:22:20.697493+00:00,2026-01-05T12:10:08.016309+00:00,2026-01-05T11:25:15.388385+00:00,2026-01-05T12:54:09.948623+00:00,,25,0,0.14,0.7,0.13,0.08,Complete,
J26-00269,20,WC007,CNC Machining,1.46,0.045,2026-01-05T12:22:20.697493+00:00,2026-01-05T14:43:39.918430+00:00,2026-01-05T16:32:44+00:00,2026-01-05T17:50:59+00:00,24 DOOSAN PUMA 3100L,25,1,0.9,1.18,0.19,6.0,Complete,732
J26-00269,30,WC-INSP,Inspection & Pack,0.0,0.0045,2026-01-05T14:43:39.918430+00:00,2026-01-05T16:05:02.828816+00:00,2026-01-05T22:30:53.632971+00:00,2026-01-05T23:47:54.583488+00:00,,25,0,0.0,1.92,0.04,2.38,Complete,
J26-00270,10,WC-PREP,Material Prep / Cut,0.31,0.0046,2026-01-05T09:21:12.218098+00:00,2026-01-05T11:14:04.678285+00:00,2026-01-05T09:30:08.807090+00:00,2026-01-05T12:05:21.368630+00:00,,10,0,0.06,0.69,0.15,0.19,Complete,
J26-00270,20,WC003,CNC Machining,1.5,0.055,2026-01-05T10:21:12.218098+00:00,2026-01-05T12:06:19.259885+00:00,2026-01-05T16:50:41+00:00,2026-01-05T17:35:58+00:00,104 DOOSAN DNM6700,10,0,0.15,0.66,0.38,5.8,Complete,216
J26-00270,30,WC-INSP,Inspection & Pack,0.0,0.0076,2026-01-05T12:06:19.259885+00:00,2026-01-05T17:05:37.381793+00:00,2026-01-06T05:17:06.240062+00:00,2026-01-06T05:35:40.618095+00:00,,10,0,0.0,2.21,0.14,0.37,Complete,
